MONTH,Rg,T,NEE,VPD,H,LE,SW_OUT,LW_IN,LW_OUT,PREC
6.0,258.86,11.93,-9.97688,7.0779999999999985,55.965,72.569,31.95,361.74,378.14,0.0
6.0,347.36,12.27,-10.5814,7.552,75.08,79.439,40.09,358.04,380.8,0.0
6.0,408.49,12.89,-11.0691,8.026,60.70399999999999,87.12,43.45,359.03,383.91,0.0
6.0,612.16,13.78,-17.0029,8.5,175.34599999999998,174.741,67.36,333.09,391.23,0.0
6.0,563.75,14.4,-13.0778,8.402999999999999,168.71900000000005,133.062,58.72,330.89,393.56,0.0
6.0,565.4,11.18,-12.335,5.917000000000002,253.027,119.407,61.64,291.73,374.3,0.0
6.0,636.22,11.79,-15.3468,6.591,346.81,139.358,68.36,292.7,379.19,0.0
6.0,694.33,12.34,-14.8932,7.266,334.522,151.168,72.29,296.69,383.32,0.0
6.0,704.76,12.7,-15.2079,7.94,348.796,175.188,72.65,294.41,385.63,0.0
6.0,720.32,13.01,-11.9776,8.615,227.527,120.944,76.09,295.17,387.94,0.0
6.0,727.9,13.95,-13.823,9.164,329.97,177.85,75.14,298.75,393.6,0.0
6.0,769.6,14.73,-13.5799,9.713,329.793,178.554,77.24,301.87,397.43,0.0
6.0,745.08,15.36,-11.4305,10.262,252.848,147.86,74.66,306.33,401.36,0.0
6.0,735.29,16.12,-12.9255,10.811,320.175,237.979,73.2,307.73,404.31,0.0
6.0,730.34,16.91,-11.4411,11.36,320.248,220.443,70.18,312.04,408.94,0.0
6.0,709.35,17.18,-11.074000000000002,11.909,355.0630000000001,233.612,68.44,311.63,409.28,0.0
6.0,675.04,17.2,-10.9217,11.625,307.193,195.861,67.02,310.16,409.07,0.0
6.0,629.7,17.27,-11.6869,11.341,344.032,174.66,62.85,310.67,409.06,0.0
6.0,295.03,14.53,-12.9733,6.289,86.124,99.315,29.49,361.29,390.28,0.0
6.0,358.6,15.45,-20.9627,6.875,182.897,211.01,34.65,364.63,396.23,0.0
6.0,462.1,16.18,-15.8396,7.461,167.859,124.435,46.79,359.92,401.12,0.0
6.0,333.48,16.46,-15.4453,8.047,115.277,142.055,33.35,373.08,401.38,0.0
6.0,246.57,16.46,-10.7689,8.634,58.35,116.772,22.76,381.95,400.87,0.0
6.0,133.78,16.07,-5.16681,8.604,-0.546,111.599,10.78,383.25,397.31,0.0
6.0,183.32,15.97,-6.7762600000000015,8.575,24.381,97.257,17.05,384.02,397.57,0.0
6.0,189.32,16.18,-8.78743,8.546,54.38,90.021,17.46,383.7,398.36,0.0
6.0,129.32,15.72,-4.47072,8.516,28.121,47.716,11.86,381.8,393.55,0.0
6.0,108.52,15.62,-4.28055,8.487,21.201,24.389,8.82,382.52,394.72,0.0
6.0,118.05,15.37,-4.286980000000002,8.458,24.042,46.347,10.55,381.6,393.34,0.0
6.0,89.58,15.33,-2.08453,7.68,-7.3610000000000015,38.055,6.94,382.11,392.93,0.0
6.0,93.69,15.12,-2.63498,6.903,-9.811,44.058,8.01,381.69,391.65,0.08
6.0,104.27,15.74,-0.099462,3.741,25.974,-13.300999999999998,48.43,395.59,396.43,0.0
6.0,106.34,15.96,-2.15223,3.968,26.806,-3.063,41.38,396.03,397.92,0.0
6.0,226.43,16.37,-6.4518,4.195,41.574,61.295,29.03,399.05,402.38,0.0
6.0,325.14,17.02,-11.4417,4.422,104.281,118.231,27.48,398.1,407.84,0.0
6.0,476.43,18.28,-12.3559,4.649,133.668,203.123,42.53,388.48,415.14,0.0
6.0,570.62,19.63,-15.0705,5.099,214.855,247.192,50.73,368.05,422.39,0.0
6.0,582.04,20.5,-18.8467,5.547999999999999,301.001,410.396,51.36,375.64,427.7,0.0
6.0,323.28,21.6,-13.1743,6.897,109.832,203.092,31.47,398.81,430.72,0.0
6.0,429.08,22.14,-10.918,7.347,174.481,85.61200000000002,40.91,398.79,434.37,0.0
6.0,561.06,23.54,-10.1843,10.199,182.516,184.182,57.88,360.03,440.77,0.0
6.0,605.4,24.19,-10.8375,12.293,210.075,192.264,62.99,361.99,445.56,0.0
6.0,649.83,24.91,-9.233,14.386,254.8,211.88,66.14,358.79,450.23,0.0
6.0,681.28,25.51,-9.03176,16.48,334.254,344.199,69.17,360.11,455.39,0.0
6.0,606.03,27.32,-6.6014,22.057,267.592,241.101,60.11,374.3,465.76,0.0
6.0,587.72,27.03,-5.10749,23.218000000000004,238.205,173.058,60.33,386.07,464.44,0.0
6.0,570.4,27.23,-6.03399,24.38,202.036,170.61,59.67,378.98,465.03,0.0
6.0,349.36,26.95,-4.55845,25.541,98.069,145.181,35.81,377.06,460.32,0.0
6.0,418.14,26.93,-5.84081,25.494,135.44799999999998,176.18900000000005,42.62,383.13,461.25,0.0
6.0,371.47,26.95,-4.44362,25.447,124.028,158.85299999999995,38.27,389.28,460.89,0.0
6.0,574.98,16.99,-12.9441,5.532,167.482,154.789,61.87,326.83,406.91,0.0
6.0,630.59,17.65,-14.3479,6.603,245.886,326.824,64.43,329.76,410.91,0.0
6.0,656.66,18.0,-12.5176,7.673999999999999,214.723,210.576,66.2,336.64,412.73,0.0
6.0,763.85,19.28,-14.5931,10.214,301.558,297.4170000000001,75.87,342.24,420.48,0.0
6.0,391.6,19.3,-6.7923,11.404000000000002,152.102,139.097,41.76,345.41,417.97,0.0
6.0,635.31,20.5,-11.7783,11.996,293.333,245.283,64.01,342.26,426.64,0.0
6.0,721.94,19.89,-14.8453,10.828,290.4190000000001,354.56,73.55,337.77,426.56,0.0
6.0,738.91,20.44,-12.3252,12.099,303.23,201.799,74.52,337.99,429.16,0.0
6.0,752.21,20.73,-11.6688,12.54,339.095,215.278,73.01,338.5,431.85,0.0
6.0,162.3,11.91,-6.47396,1.283,41.967,42.06399999999999,-9999.0,367.62,376.55,0.0
6.0,196.26,12.11,-9.20528,1.656,62.709,60.916,-9999.0,367.96,378.19,0.0
6.0,246.49,12.44,-10.351,2.029,70.107,77.918,-9999.0,369.2,380.37,0.0
6.0,229.74,12.6,-10.8791,2.403,79.509,80.117,-9999.0,369.9,381.08,0.0
6.0,234.09,12.73,-9.14283,2.776,59.197,58.244,-9999.0,370.49,381.96,0.0
6.0,287.37,13.07,-13.6055,3.359,119.174,98.063,-9999.0,370.77,384.39,0.0
6.0,294.69,13.33,-13.3488,3.942,114.579,105.353,-9999.0,371.14,385.68,0.0
6.0,283.84,13.61,-14.1735,4.525,116.331,88.177,-9999.0,371.61,386.75,0.0
6.0,223.06,13.5,-10.6705,5.1080000000000005,112.719,95.961,-9999.0,371.4,385.68,0.0
6.0,224.98,13.08,-8.90409,5.691,71.527,58.309,-9999.0,370.21,383.71,0.0
6.0,161.82,12.99,-11.2475,6.274,111.154,69.274,-9999.0,369.54,382.3,0.0
6.0,238.52,13.52,-7.25732,6.931,67.781,82.84,-9999.0,364.88,385.65,0.0
6.0,738.62,18.49,-13.5112,10.83,264.28700000000003,200.546,76.91,327.14,418.9,0.0
6.0,86.99,12.83,-1.78014,0.642,-8.5,9.514,12.36,374.07,380.15,0.91
6.0,76.62,12.64,-0.037526,0.627,-4.417,39.029,10.26,375.65,379.17,1.17
6.0,81.03,12.39,0.250245,0.611,-7.265,2.186,11.64,371.0,377.92,1.16
6.0,80.42,12.19,0.295215,0.596,-3.778,58.005,11.32,370.08,376.76,1.23
6.0,98.49,12.06,-0.53405,0.581,3.499,-8.276,14.91,370.05,376.39,1.17
6.0,116.66,12.12,-1.14603,0.5660000000000001,4.751,50.844,15.51,371.27,376.79,0.61
6.0,114.74,11.2,-3.5396,0.748,-25.981,88.669,7.1,372.87,372.04,0.0
6.0,105.53,11.36,-2.16282,0.813,-34.904,46.286,9.5,374.68,372.86,0.26
6.0,83.83,11.18,-1.7747700000000002,0.879,-34.42,46.849,9.78,374.32,371.86,0.49
6.0,130.86,11.41,-3.62885,0.944,-53.746,79.426,9.71,374.57,373.51,0.03
6.0,175.3,12.65,-6.84185,1.32,7.27,139.197,10.37,379.98,380.12,0.03
6.0,117.08,12.69,-4.58564,1.476,16.348,80.689,6.79,379.78,379.84,0.01
6.0,198.32,13.1,-8.3704,1.631,10.707,89.146,16.74,384.17,382.58,0.0
6.0,269.35,15.39,-8.12557,2.166,112.797,250.527,25.46,387.63,396.31,0.02
6.0,189.36,7.4,-9.90589,3.914,54.822,180.801,17.28,339.93,352.87,0.0
6.0,235.72,7.71,-10.5846,4.396,79.066,115.984,21.56,340.32,354.88,0.0
6.0,463.3,8.41,-12.3243,4.879,206.49,139.355,46.35,307.1,360.02,0.0
6.0,744.29,10.17,-17.5911,5.362,302.228,211.766,73.49,291.39,371.47,0.0
6.0,805.04,10.95,-15.6093,5.845,308.765,200.24,80.25,293.58,376.38,0.0
6.0,733.41,11.18,-16.4146,6.365,321.014,218.782,74.07,290.61,376.92,0.0
6.0,709.26,11.54,-19.3786,6.886,335.412,247.977,69.85,303.31,379.18,0.0
6.0,626.1,11.79,-15.6343,8.448,283.675,228.516,60.79,302.24,379.39,0.0
6.0,773.85,12.2,-14.8372,8.968,299.13,180.605,71.14,292.46,382.08,0.0
6.0,692.95,12.21,-16.0706,9.036,334.705,220.725,66.26,289.94,381.45,0.0
6.0,683.77,12.05,-12.2209,9.103,267.566,146.101,66.17,286.08,380.86,0.0
6.0,612.09,12.82,-10.1598,6.551,137.071,137.532,69.04,295.09,383.86,0.0
6.0,655.11,13.65,-13.408,7.2639999999999985,194.75,200.892,71.92,297.5,388.94,0.0
6.0,694.49,14.16,-12.726,7.977,204.013,173.543,76.31,299.5,391.74,0.0
6.0,726.84,14.76,-14.4766,8.691,276.996,197.011,78.14,303.21,396.78,0.0
6.0,726.69,15.49,-13.8966,9.404,326.677,236.157,75.95,308.29,400.85,0.0
6.0,762.59,15.93,-13.1884,9.721,279.66,229.014,77.03,310.77,404.41,0.0
6.0,836.44,16.56,-12.9106,10.037,268.541,182.576,85.0,322.76,408.8,0.0
6.0,769.11,16.97,-11.9773,10.354,240.686,177.826,77.83,344.12,410.07,0.0
6.0,766.17,17.12,-12.6865,10.671,302.47,178.396,77.91,338.71,411.45,0.0
6.0,581.31,17.04,-14.6546,10.988,241.453,260.79200000000003,56.93,347.09,407.87,0.0
6.0,196.81,16.35,-3.69328,11.304,27.194000000000006,105.145,24.2,358.63,399.03,0.0
6.0,153.85,10.72,-6.75996,2.22,83.837,117.895,-9999.0,352.45,368.67,0.58
6.0,379.31,9.27,-9.00666,2.158,3.792,73.586,-9999.0,357.89,365.18,0.77
6.0,322.05,10.0,-3.37105,2.095,-6.521,188.189,-9999.0,364.62,367.27,1.42
6.0,260.9,9.27,-5.38591,1.776,18.354,199.481,-9999.0,341.16,362.08,0.08
6.0,382.43,5.65,-10.8202,4.735,186.447,128.493,40.36,296.98,344.84,0.0
6.0,522.63,7.08,-15.1964,5.634,290.844,133.863,56.34,297.69,353.6,0.0
6.0,399.13,7.07,-14.4418,6.002000000000002,207.106,149.817,44.11,308.76,352.39,0.0
6.0,380.34,6.99,-15.3695,7.106,171.649,167.458,40.16,313.07,351.92,0.0
6.0,373.21,7.51,-10.2562,7.475,148.64700000000005,89.73700000000002,38.48,322.33,354.27,0.0
6.0,226.49,7.17,-10.8157,7.5,80.763,123.444,23.8,321.77,351.33,0.0
6.0,212.71,7.49,-11.3973,7.526,64.413,137.083,22.55,322.41,352.59,0.0
6.0,277.08,10.52,-11.597,1.798,71.67399999999998,113.137,29.9,342.97,368.56,0.0
6.0,418.23,11.17,-17.0417,1.926,139.875,126.307,46.25,331.22,373.37,0.0
6.0,487.47,12.06,-14.4146,2.0540000000000003,224.48,130.26,51.69,334.66,378.33,0.0
6.0,332.11,11.86,-15.3066,2.1830000000000003,138.311,158.45,36.35,344.38,376.48,0.0
6.0,451.34,11.94,-13.9493,2.311,107.724,133.32299999999998,49.28,336.11,378.49,0.0
6.0,209.47,11.85,-8.00525,2.651,53.039,97.557,24.08,344.22,374.84,0.0
6.0,236.89,12.82,-11.9202,4.01,45.667,136.703,27.33,348.96,380.35,0.01
6.0,282.69,13.13,-9.38416,4.35,52.375,92.109,32.26,346.1,382.32,0.0
6.0,448.4,13.81,-18.2781,4.831,170.612,172.90599999999995,47.21,344.9,387.9,0.0
6.0,295.2,14.03,-13.911,5.312,110.463,161.486,31.63,350.74,387.03,0.0
6.0,311.05,13.94,-7.2532,5.792999999999998,29.731,103.372,34.32,351.18,386.8,0.0
6.0,570.52,13.84,-15.9493,5.244,145.54,159.34799999999996,-9999.0,334.45,390.07,0.0
6.0,149.67,13.44,-6.46751,6.234,-0.012,117.693,-9999.0,352.09,382.55,0.0
6.0,266.88,13.24,-7.1570399999999985,7.224,74.318,25.345,-9999.0,351.48,384.14,0.0
6.0,309.75,13.28,-11.4361,7.524,62.794,88.41799999999998,-9999.0,353.08,384.2,0.02
6.0,343.26,13.78,-11.6621,7.825,81.954,161.1,-9999.0,353.83,387.41,0.0
6.0,164.24,13.11,-5.76286,8.126,-11.167,99.668,-9999.0,354.18,381.08,0.0
6.0,362.03,13.27,-8.55729,8.427,41.28,92.429,-9999.0,349.95,385.94,0.0
6.0,108.45,13.05,-1.5147,8.728,-40.039,73.249,-9999.0,354.61,380.17,0.02
6.0,208.34,12.9,-8.651,9.029,23.417,66.334,-9999.0,349.93,381.07,0.0
6.0,406.39,8.79,-14.8031,5.375,174.424,78.372,48.67,317.91,362.88,0.0
6.0,340.94,9.99,-14.091,6.752999999999999,135.475,109.965,41.31,335.41,368.62,0.0
6.0,307.89,9.94,-18.4352,7.2120000000000015,126.309,156.678,38.39,332.95,367.31,0.0
6.0,348.37,9.91,-11.3052,7.212999999999999,102.88,106.955,42.72,329.64,368.13,0.0
6.0,419.46,10.31,-17.8425,7.215,193.675,157.637,49.17,324.22,371.53,0.0
6.0,676.81,10.98,-17.5797,7.216,262.084,151.963,70.46,314.33,378.93,0.0
6.0,557.18,11.53,-16.0822,7.217,189.648,129.754,60.35,329.76,379.16,0.0
6.0,502.43,11.81,-13.2874,7.2189999999999985,151.341,134.347,53.22,330.8,380.21,0.0
6.0,195.16,10.79,-6.16983,7.22,78.075,55.72,24.38,338.66,369.93,0.0
6.0,311.98,9.64,-10.2872,6.79,75.376,129.386,36.91,336.62,365.92,0.08
6.0,197.38,11.01,-7.78747,5.93,128.576,94.763,23.46,338.19,371.16,0.02
6.0,340.75,8.38,-9.61356,1.513,111.15,41.437,-9999.0,328.32,360.44,0.0
6.0,349.07,8.31,-15.8773,1.659,177.051,144.798,-9999.0,320.14,360.07,0.0
6.0,265.5,6.29,-10.8972,3.093,20.068,147.365,-9999.0,337.02,348.85,0.03
6.0,139.76,7.54,-5.25561,3.799,21.979,58.665,-9999.0,329.89,353.93,0.12
6.0,502.77,7.94,-13.6498,2.446,127.826,169.635,54.42,320.6,358.91,0.0
6.0,532.54,8.65,-14.5099,2.762,157.384,167.295,54.86,313.78,362.76,0.0
6.0,470.44,9.09,-13.4331,3.077,152.046,137.765,51.22,322.8,364.87,0.0
6.0,566.99,9.51,-16.2187,3.393,216.135,174.146,60.74,324.57,367.84,0.0
6.0,478.49,10.03,-15.9833,3.708,274.54200000000003,199.826,50.36,330.05,370.21,0.0
6.0,338.39,9.93,-14.5023,3.857,129.037,167.771,40.32,335.56,367.78,0.18
6.0,280.93,8.28,-6.31065,4.007,-92.993,34.454,34.61,348.68,358.6,0.7
6.0,155.2,6.81,-5.60736,4.688,-18.977,66.718,15.89,335.35,349.98,0.03
6.0,131.95,8.64,-5.096419999999998,0.573,-43.285,52.715,14.37,349.84,358.6,0.45
6.0,224.02,8.7,-7.0023800000000005,0.606,-10.441,89.27799999999998,23.68,347.84,359.59,0.45
6.0,232.41,8.72,-8.31028,0.638,5.189,104.266,24.39,346.74,359.75,0.3
6.0,297.97,9.1,-8.88481,0.67,9.907,122.426,29.5,347.98,362.54,0.17
6.0,163.09,9.31,-5.81715,0.703,-35.403,109.371,16.79,350.78,362.55,0.27
6.0,179.99,9.73,-6.47153,0.769,-21.559,94.644,18.26,352.17,364.57,0.36
6.0,199.36,10.0,-9.24304,0.836,-13.37,107.645,19.6,352.63,365.92,0.23
6.0,244.21,10.24,-12.708,0.902,-0.221,156.965,24.26,351.57,367.55,0.1
6.0,178.51,10.36,-8.08913,0.969,-11.17,90.762,18.32,354.89,367.79,0.36
6.0,243.18,10.64,-9.67294,1.035,6.771,86.57700000000001,24.57,359.86,369.94,0.25
6.0,543.34,14.41,-19.9291,4.136,182.477,296.569,-9999.0,334.1,392.34,0.0
6.0,399.97,14.45,-13.6144,4.394,159.078,218.437,-9999.0,356.67,390.93,0.0
6.0,181.79,12.43,-1.11165,4.652,-26.668000000000006,93.092,-9999.0,350.77,377.91,0.95
6.0,668.4,15.72,-18.1605,5.6789999999999985,170.433,330.663,-9999.0,336.86,401.03,0.0
6.0,432.68,15.65,-19.0791,6.063,74.109,355.9190000000001,-9999.0,351.08,398.31,0.04
6.0,528.56,15.92,-17.9891,6.447,203.508,265.55,-9999.0,342.49,400.41,0.0
6.0,459.63,16.11,-19.6409,7.216,172.63099999999997,291.9190000000001,-9999.0,346.48,400.24,0.0
6.0,427.18,10.94,-10.8926,5.214,80.33,115.454,47.71,323.27,372.46,0.0
6.0,203.96,10.63,-6.82255,5.563,18.497,96.76,22.18,341.81,368.45,0.0
6.0,247.18,10.84,-12.5846,5.912000000000001,41.148,166.866,26.39,341.89,369.49,0.0
6.0,293.7,10.95,-7.9676399999999985,6.261,24.421,88.715,31.01,341.63,370.96,0.0
6.0,383.15,11.48,-13.6664,6.61,71.25399999999998,122.372,39.84,341.36,374.85,0.0
6.0,342.82,11.46,-17.5664,6.852,109.489,190.545,36.62,344.35,375.01,0.0
6.0,407.78,11.58,-12.6132,7.093,91.557,128.819,43.8,342.39,376.45,0.0
6.0,427.52,11.81,-14.5691,7.335,116.931,159.876,44.22,342.29,377.57,0.0
6.0,527.49,12.11,-16.6644,7.577000000000001,172.9,166.933,54.95,331.87,379.95,0.0
6.0,305.93,11.8,-9.15911,7.819,35.024,91.921,33.29,344.44,376.23,0.0
6.0,426.23,12.36,-12.6954,8.061,85.113,117.241,45.55,341.59,380.4,0.0
6.0,411.7,12.49,-13.4331,8.099,80.48100000000002,111.485,44.26,339.23,381.04,0.0
6.0,437.04,12.81,-14.637,8.136000000000001,126.298,177.358,44.3,341.15,383.03,0.0
6.0,295.61,12.45,-8.20837,8.173,16.426,85.557,33.17,338.44,379.48,0.0
6.0,548.2,13.19,-12.5667,4.104,153.608,151.983,59.41,315.71,384.94,0.0
6.0,806.38,13.84,-15.2804,4.495,333.932,212.192,85.18,328.99,392.38,0.0
6.0,534.93,13.07,-9.56267,5.277,24.758000000000006,150.496,58.55,309.61,385.07,0.0
6.0,487.82,13.68,-7.233389999999999,5.667999999999998,117.746,114.781,51.24,326.71,387.07,0.0
6.0,291.8,12.79,-7.035069999999998,5.931,-23.208,88.227,29.94,327.26,380.8,0.0
6.0,671.49,13.82,-12.1542,3.468,186.299,180.945,73.22,303.64,391.2,0.0
6.0,513.43,13.85,-10.4542,3.665,171.192,161.9,57.71,305.05,389.57,0.0
6.0,302.82,14.18,-7.4137,6.224,78.65100000000002,70.635,33.21,334.09,388.28,0.0
6.0,277.27,14.01,-9.04313,6.152,84.11399999999998,78.895,30.26,342.17,387.63,0.0
6.0,606.04,13.43,-9.45495,4.255,197.206,120.412,63.47,295.26,387.57,0.0
6.0,650.66,14.01,-11.0296,4.96,238.819,158.961,68.84,297.44,390.22,0.0
6.0,693.59,14.45,-12.6848,5.665,264.665,140.929,73.36,299.54,392.98,0.0
6.0,728.52,14.94,-11.7072,6.37,268.647,179.296,76.94,300.76,396.74,0.0
6.0,731.72,15.37,-10.3989,7.075,296.881,80.829,76.77,303.57,399.89,0.0
6.0,788.01,15.91,-11.6215,7.742000000000001,256.621,176.074,81.56,309.73,404.05,0.0
6.0,751.71,16.09,-13.4975,8.408999999999999,302.657,214.767,78.38,310.49,404.4,0.0
6.0,661.8,15.97,-8.72461,9.075,235.463,131.344,66.05,321.66,402.53,0.0
6.0,415.18,15.55,-9.12852,9.742,166.185,107.005,48.47,323.97,397.85,0.0
6.0,638.68,16.49,-11.9574,10.409,285.226,173.257,68.33,322.7,404.92,0.0
6.0,746.76,17.06,-12.5349,11.076,325.112,160.13299999999995,75.51,322.87,410.28,0.0
6.0,601.15,17.46,-8.776810000000001,11.07,245.165,185.034,62.29,313.31,409.4,0.0
6.0,346.16,16.68,-9.05621,11.057,171.642,133.821,37.75,347.58,403.07,0.0
6.0,309.93,15.4,-12.6903,6.18,93.455,144.38,31.8,344.08,394.43,0.0
6.0,326.71,15.35,-14.4271,6.45,97.96,91.463,35.42,349.49,394.54,0.0
6.0,207.42,14.95,-5.73055,6.721,40.46,102.726,21.79,363.33,391.48,0.0
6.0,151.43,13.71,-2.61084,6.992000000000001,-3.55,86.637,17.45,361.43,383.39,0.14
6.0,219.51,12.28,-9.52369,7.262,16.119,85.175,24.6,365.75,377.6,0.45
6.0,551.56,13.22,-17.2569,7.265,138.346,191.673,58.79,351.82,387.01,0.0
6.0,412.47,14.51,-16.7818,7.268,154.325,216.37,42.76,339.55,390.99,0.0
6.0,154.5,13.3,-2.04938,7.27,-23.336,107.071,18.55,363.09,381.71,0.24
6.0,271.2,13.25,-7.0125,7.273,4.782,83.52600000000002,29.21,358.65,382.98,0.03
6.0,375.98,13.9,-13.3773,7.276,118.547,142.072,41.98,349.42,386.95,0.0
6.0,305.86,13.53,-12.5114,7.279,155.732,96.943,35.61,350.76,384.31,0.0
6.0,290.08,13.03,-13.0096,7.095,100.833,120.36,33.94,352.64,381.63,0.05
6.0,332.97,12.45,-17.2306,6.912000000000001,113.925,136.37,37.45,349.51,379.58,0.06
6.0,350.83,12.43,-17.2951,6.728,116.525,168.675,40.23,345.84,379.1,0.08
6.0,101.96,11.16,-5.75965,1.07,45.955,27.024,10.66,363.84,371.45,0.0
6.0,81.11,11.55,-2.28764,1.027,33.663000000000004,32.824,7.72,364.54,373.01,0.0
6.0,50.46,11.29,-0.845161,0.984,-16.907,34.16,5.29,364.69,371.04,0.18
6.0,121.1,11.15,-5.2397800000000005,0.942,0.033,63.723,12.92,366.22,371.05,0.46
6.0,199.96,11.37,-9.0304,0.899,21.818,111.625,20.26,366.86,373.12,0.23
6.0,199.62,11.56,-8.89081,1.028,43.385,139.181,19.75,366.82,373.87,0.01
6.0,124.16,11.63,-5.05028,1.157,29.892,126.546,13.17,366.24,373.64,0.0
6.0,176.55,11.86,-7.81542,1.286,62.769,93.663,17.86,365.86,375.76,0.0
6.0,136.79,12.0,-6.79857,1.416,47.779,99.618,14.0,365.41,375.99,0.0
6.0,110.09,11.92,-3.91238,1.545,34.53,54.934,12.04,363.78,375.38,0.0
6.0,84.83,11.71,-2.3084,1.6740000000000002,30.98,61.279,8.87,363.4,373.97,0.0
6.0,89.39,11.72,-2.23973,1.515,40.464,60.618,9.11,362.73,373.92,0.0
6.0,124.97,12.01,-3.23543,1.356,64.392,74.735,11.61,364.42,375.88,0.0
6.0,143.19,11.85,-4.30047,1.197,59.059,67.922,14.17,362.65,375.26,0.0
7.0,400.26,14.23,-19.7689,6.171,158.607,185.975,44.07,338.9,388.98,0.0
7.0,316.7,14.21,-15.8343,6.812,113.613,127.621,33.99,359.03,388.68,0.0
7.0,302.08,14.32,-13.0187,7.0520000000000005,85.68700000000003,119.937,32.4,363.14,389.29,0.0
7.0,268.64,14.53,-11.2006,7.292000000000002,66.553,118.008,29.13,362.74,389.76,0.0
7.0,316.57,14.53,-14.0275,7.532,79.49600000000002,96.651,35.35,362.56,390.83,0.0
7.0,207.56,14.45,-8.94506,7.773,44.929,102.921,23.89,365.4,388.69,0.0
7.0,328.72,14.86,-11.8191,8.013,110.69,127.829,35.33,361.16,392.27,0.0
7.0,103.57,13.91,-2.20785,8.253,10.883,73.56,12.07,364.17,385.46,0.0
7.0,192.82,14.34,-7.70184,7.939,33.076,105.879,19.67,363.42,388.67,0.0
7.0,140.47,14.17,-5.0712,7.625,16.885,89.42299999999999,14.14,363.87,387.32,0.0
7.0,178.7,14.33,-7.430169999999999,7.311,55.61600000000001,113.257,16.98,362.48,388.3,0.0
7.0,270.98,11.45,-8.07484,0.6759999999999999,26.938,143.072,22.64,379.96,374.93,0.0
7.0,240.93,11.77,-9.19258,0.747,51.31399999999999,111.101,21.25,377.86,375.92,0.0
7.0,230.22,11.73,-10.1541,0.773,58.097,108.381,20.39,378.72,376.08,0.0
7.0,243.28,11.64,-11.3702,0.799,76.095,219.775,23.76,369.3,375.55,0.06
7.0,316.52,11.92,-14.5616,0.825,102.032,122.841,30.04,364.67,378.53,0.0
7.0,235.89,12.13,-8.85549,0.851,63.702,119.77,23.03,367.81,378.06,0.91
7.0,210.53,11.55,-6.24285,1.128,19.096,104.436,18.7,364.85,374.48,0.07
7.0,89.12,11.05,-1.3632799999999998,1.404,4.4430000000000005,15.469,8.06,363.31,371.04,0.15
7.0,148.61,11.1,-3.4761,1.681,0.768,106.996,15.05,361.79,370.97,0.0
7.0,543.06,14.45,-14.4201,1.0659999999999998,116.921,169.30900000000003,58.22,321.34,390.93,0.0
7.0,534.28,15.27,-15.6734,1.246,146.313,178.548,56.98,318.53,395.22,0.0
7.0,615.17,16.3,-17.0779,1.426,181.513,232.461,64.5,326.9,401.49,0.0
7.0,764.53,18.76,-13.2359,2.268,230.332,233.602,77.68,335.96,416.31,0.0
7.0,532.48,18.55,-11.6328,2.75,209.93400000000003,252.438,55.35,355.36,413.41,0.0
7.0,786.04,19.67,-19.2716,3.232,296.259,397.677,83.85,348.06,421.46,0.0
7.0,344.86,19.53,-7.65923,4.68,103.527,208.663,39.78,358.12,416.29,0.0
7.0,550.69,19.86,-9.84851,6.932,252.491,165.998,62.19,340.34,418.97,0.0
7.0,431.54,14.51,-9.22823,2.439,65.945,171.579,44.85,343.07,391.26,0.0
7.0,564.71,15.31,-14.0483,2.624,182.851,223.186,55.43,344.6,396.78,0.0
7.0,485.77,15.47,-14.4472,2.81,206.37,200.916,52.47,339.88,397.75,0.0
7.0,577.51,15.92,-13.685,2.995,184.134,183.43400000000003,58.0,342.37,401.23,0.0
7.0,549.96,16.48,-11.8411,3.18,195.458,145.79399999999995,58.63,350.64,403.76,0.0
7.0,631.38,17.09,-10.8173,3.736,141.111,123.24,63.61,351.77,407.59,0.0
7.0,490.63,17.39,-11.5824,4.291,131.144,166.24400000000003,52.01,360.18,408.72,0.0
7.0,585.68,18.42,-10.7317,5.403,182.635,225.786,60.33,350.43,413.92,0.0
7.0,712.81,19.42,-13.3282,5.957999999999998,200.034,295.111,73.96,354.77,420.97,0.0
7.0,710.91,19.78,-13.1409,6.5139999999999985,230.488,289.633,68.23,357.35,421.99,0.0
7.0,654.04,19.73,-8.69115,6.766,171.55900000000003,151.403,67.66,357.79,421.78,0.0
7.0,352.88,19.2,-6.6606,7.018,27.543000000000006,152.474,37.05,367.37,415.93,0.0
7.0,200.77,18.7,-4.32167,7.271,-51.789,161.41299999999995,22.17,348.22,411.04,0.0
7.0,711.01,21.19,-5.74355,16.753,330.686,242.268,72.58,329.24,431.76,0.0
7.0,577.73,20.21,-10.1597,10.215,291.85,243.259,57.15,336.07,422.81,0.0
7.0,624.84,20.81,-13.3396,11.305,324.578,243.773,61.83,337.75,426.32,0.0
7.0,677.49,21.26,-13.2611,12.394,392.999,330.505,67.6,342.78,430.47,0.0
7.0,733.5,21.67,-8.66815,13.484000000000002,322.202,293.3040000000001,73.25,347.98,434.27,0.0
7.0,670.42,21.68,-9.67545,14.573,266.011,239.353,67.0,351.19,434.29,0.0
7.0,610.13,21.87,-8.96355,15.012,272.66200000000003,238.252,61.52,350.58,435.07,0.0
7.0,457.98,21.95,-5.6060300000000005,15.451,210.231,212.307,46.54,355.09,433.17,0.0
